model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
intellifold2,classI,no_msa_no_template,7nme_pmhc_tcr,3,0.13609169721603392,False,0.11625644564628601,0.21543270349502563,4,0.25656968355178833,0.01190461777150631,,0.3968195915222168,0.26972100138664246,0.10764360427856445,,,0.08621420711278915,0.0904412567615509,0.03017447516322136,0.03385332599282265,,,0.11435427516698837,0.060170816257596016,"[[0.25656968355178833, 0.10764360427856445, 0.08621420711278915, 0.0904412567615509], [0.10764360427856445, 0.01190461777150631, 0.03017447516322136, 0.03385332599282265], [0.08621420711278915, 0.03017447516322136, 0.3968195915222168, 0.11435427516698837], [0.0904412567615509, 0.03385332599282265, 0.11435427516698837, 0.26972100138664246]]"
intellifold2,classI,no_msa_no_template,7nme_pmhc_tcr,4,0.1880413293838501,True,0.17254045605659485,0.2500448226928711,4,0.2488296627998352,0.011927835643291473,,0.3953700065612793,0.264844685792923,0.0999884381890297,,,0.22418685257434845,0.07687462121248245,0.046662770211696625,0.030250059440732002,,,0.11703644692897797,0.09449357585981488,"[[0.2488296627998352, 0.0999884381890297, 0.22418685257434845, 0.07687462121248245], [0.0999884381890297, 0.011927835643291473, 0.046662770211696625, 0.030250059440732002], [0.22418685257434845, 0.046662770211696625, 0.3953700065612793, 0.11703644692897797], [0.07687462121248245, 0.030250059440732002, 0.11703644692897797, 0.264844685792923]]"
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,0,0.17378256320953367,False,0.15383601188659668,0.25356876850128174,4,0.2580784559249878,0.01197894662618637,,0.4034581780433655,0.28048938512802124,0.09724526107311249,,,0.18209096789360046,0.08237449079751968,0.04265044629573822,0.03782350569963455,,,0.17243775725364685,0.08623485267162323,"[[0.2580784559249878, 0.09724526107311249, 0.18209096789360046, 0.08237449079751968], [0.09724526107311249, 0.01197894662618637, 0.04265044629573822, 0.03782350569963455], [0.18209096789360046, 0.04265044629573822, 0.4034581780433655, 0.17243775725364685], [0.08237449079751968, 0.03782350569963455, 0.17243775725364685, 0.28048938512802124]]"
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,1,0.14630092978477477,False,0.12631291151046753,0.22625300288200378,4,0.2602108120918274,0.01209415215998888,,0.40662717819213867,0.27297449111938477,0.08104047924280167,,,0.07287229597568512,0.09105360507965088,0.0374004952609539,0.033046722412109375,,,0.14945952594280243,0.05859327968209982,"[[0.2602108120918274, 0.08104047924280167, 0.07287229597568512, 0.09105360507965088], [0.08104047924280167, 0.01209415215998888, 0.0374004952609539, 0.033046722412109375], [0.07287229597568512, 0.0374004952609539, 0.40662717819213867, 0.14945952594280243], [0.09105360507965088, 0.033046722412109375, 0.14945952594280243, 0.27297449111938477]]"
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,2,0.12517623901367186,False,0.10433578491210938,0.20853805541992188,4,0.2494795322418213,0.012164920568466187,,0.398966908454895,0.2577120363712311,0.07387413084506989,,,0.08244971930980682,0.08404918760061264,0.030469747260212898,0.038538046181201935,,,0.08493898808956146,0.058876675087958574,"[[0.2494795322418213, 0.07387413084506989, 0.08244971930980682, 0.08404918760061264], [0.07387413084506989, 0.012164920568466187, 0.030469747260212898, 0.038538046181201935], [0.08244971930980682, 0.030469747260212898, 0.398966908454895, 0.08493898808956146], [0.08404918760061264, 0.038538046181201935, 0.08493898808956146, 0.2577120363712311]]"
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,3,0.13609169721603392,False,0.11625644564628601,0.21543270349502563,4,0.25656968355178833,0.01190461777150631,,0.3968195915222168,0.26972100138664246,0.10764360427856445,,,0.08621420711278915,0.0904412567615509,0.03017447516322136,0.03385332599282265,,,0.11435427516698837,0.060170816257596016,"[[0.25656968355178833, 0.10764360427856445, 0.08621420711278915, 0.0904412567615509], [0.10764360427856445, 0.01190461777150631, 0.03017447516322136, 0.03385332599282265], [0.08621420711278915, 0.03017447516322136, 0.3968195915222168, 0.11435427516698837], [0.0904412567615509, 0.03385332599282265, 0.11435427516698837, 0.26972100138664246]]"
intellifold2,classI,no_msa_no_template,7nmf_pmhc_tcr,4,0.1880413293838501,True,0.17254045605659485,0.2500448226928711,4,0.2488296627998352,0.011927835643291473,,0.3953700065612793,0.264844685792923,0.0999884381890297,,,0.22418685257434845,0.07687462121248245,0.046662770211696625,0.030250059440732002,,,0.11703644692897797,0.09449357585981488,"[[0.2488296627998352, 0.0999884381890297, 0.22418685257434845, 0.07687462121248245], [0.0999884381890297, 0.011927835643291473, 0.046662770211696625, 0.030250059440732002], [0.22418685257434845, 0.046662770211696625, 0.3953700065612793, 0.11703644692897797], [0.07687462121248245, 0.030250059440732002, 0.11703644692897797, 0.264844685792923]]"
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,0,0.21980834007263184,False,0.2088598906993866,0.2636021375656128,4,0.22003783285617828,0.012521369382739067,,0.4409473240375519,0.3447765111923218,0.05011972039937973,,,0.30683064460754395,0.08597112447023392,0.032005675137043,0.024880528450012207,,,0.08707767724990845,0.11242199316620827,"[[0.22003783285617828, 0.05011972039937973, 0.30683064460754395, 0.08597112447023392], [0.05011972039937973, 0.012521369382739067, 0.032005675137043, 0.024880528450012207], [0.30683064460754395, 0.032005675137043, 0.4409473240375519, 0.08707767724990845], [0.08597112447023392, 0.024880528450012207, 0.08707767724990845, 0.3447765111923218]]"
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,1,0.20527902841567994,False,0.19337791204452515,0.2528834939002991,4,0.22082579135894775,0.012540474534034729,,0.4335487186908722,0.34416383504867554,0.039753369987010956,,,0.2740042507648468,0.0925525426864624,0.03035728633403778,0.025890128687024117,,,0.07703913748264313,0.10570105211809278,"[[0.22082579135894775, 0.039753369987010956, 0.2740042507648468, 0.0925525426864624], [0.039753369987010956, 0.012540474534034729, 0.03035728633403778, 0.025890128687024117], [0.2740042507648468, 0.03035728633403778, 0.4335487186908722, 0.07703913748264313], [0.0925525426864624, 0.025890128687024117, 0.07703913748264313, 0.34416383504867554]]"
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,2,0.20016126036643983,False,0.18559765815734863,0.25841566920280457,4,0.2325296401977539,0.012169556692242622,,0.4286167025566101,0.35125017166137695,0.06305909156799316,,,0.2583049535751343,0.07464194297790527,0.06057688221335411,0.023883063346147537,,,0.09292349964380264,0.1043517105281353,"[[0.2325296401977539, 0.06305909156799316, 0.2583049535751343, 0.07464194297790527], [0.06305909156799316, 0.012169556692242622, 0.06057688221335411, 0.023883063346147537], [0.2583049535751343, 0.06057688221335411, 0.4286167025566101, 0.09292349964380264], [0.07464194297790527, 0.023883063346147537, 0.09292349964380264, 0.35125017166137695]]"
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,3,0.21228339672088625,False,0.20015861093997955,0.26078253984451294,4,0.22127211093902588,0.01220032013952732,,0.443301260471344,0.35313814878463745,0.06947235763072968,,,0.28905194997787476,0.08633716404438019,0.06476189196109772,0.02404583990573883,,,0.08020061999559402,0.11604921147227287,"[[0.22127211093902588, 0.06947235763072968, 0.28905194997787476, 0.08633716404438019], [0.06947235763072968, 0.01220032013952732, 0.06476189196109772, 0.02404583990573883], [0.28905194997787476, 0.06476189196109772, 0.443301260471344, 0.08020061999559402], [0.08633716404438019, 0.02404583990573883, 0.08020061999559402, 0.35313814878463745]]"
intellifold2,classI,no_msa_no_template,7nmg_pmhc_tcr,4,0.22781254053115843,True,0.21884679794311523,0.2636755108833313,4,0.2134978324174881,0.013256828300654888,,0.4414978623390198,0.34347617626190186,0.04085230827331543,,,0.33261990547180176,0.08744708448648453,0.02358504757285118,0.024077046662569046,,,0.08680510520935059,0.11693227104842663,"[[0.2134978324174881, 0.04085230827331543, 0.33261990547180176, 0.08744708448648453], [0.04085230827331543, 0.013256828300654888, 0.02358504757285118, 0.024077046662569046], [0.33261990547180176, 0.02358504757285118, 0.4414978623390198, 0.08680510520935059], [0.08744708448648453, 0.024077046662569046, 0.08680510520935059, 0.34347617626190186]]"
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,0,0.28881881237030027,False,0.26359108090400696,0.38972973823547363,4,0.25820791721343994,0.015146100893616676,,0.5784281492233276,0.6785006523132324,0.04407501965761185,,,0.11324794590473175,0.09534259140491486,0.24678972363471985,0.15766823291778564,,,0.5146675705909729,0.15326212346553802,"[[0.25820791721343994, 0.04407501965761185, 0.11324794590473175, 0.09534259140491486], [0.04407501965761185, 0.015146100893616676, 0.24678972363471985, 0.15766823291778564], [0.11324794590473175, 0.24678972363471985, 0.5784281492233276, 0.5146675705909729], [0.09534259140491486, 0.15766823291778564, 0.5146675705909729, 0.6785006523132324]]"
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,1,0.28858735561370846,False,0.2651660144329071,0.38227272033691406,4,0.2357318103313446,0.015347419306635857,,0.5832014083862305,0.6765830516815186,0.09830110520124435,,,0.13041280210018158,0.11729050427675247,0.04010791331529617,0.04544590786099434,,,0.534669041633606,0.08331428188830614,"[[0.2357318103313446, 0.09830110520124435, 0.13041280210018158, 0.11729050427675247], [0.09830110520124435, 0.015347419306635857, 0.04010791331529617, 0.04544590786099434], [0.13041280210018158, 0.04010791331529617, 0.5832014083862305, 0.534669041633606], [0.11729050427675247, 0.04544590786099434, 0.534669041633606, 0.6765830516815186]]"
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,2,0.2462643325328827,False,0.21765190362930298,0.36071404814720154,4,0.27339667081832886,0.015216763131320477,,0.5827333331108093,0.6801897287368774,0.04501345008611679,,,0.1269075870513916,0.14253294467926025,0.25082600116729736,0.12271645665168762,,,0.3943691849708557,0.1607457473874092,"[[0.27339667081832886, 0.04501345008611679, 0.1269075870513916, 0.14253294467926025], [0.04501345008611679, 0.015216763131320477, 0.25082600116729736, 0.12271645665168762], [0.1269075870513916, 0.25082600116729736, 0.5827333331108093, 0.3943691849708557], [0.14253294467926025, 0.12271645665168762, 0.3943691849708557, 0.6801897287368774]]"
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,3,0.297382777929306,True,0.2722417116165161,0.3979470431804657,4,0.21758133172988892,0.014937094412744045,,0.5834678411483765,0.6795356273651123,0.050455767661333084,,,0.15039819478988647,0.13926884531974792,0.20489105582237244,0.13619926571846008,,,0.5036038160324097,0.15768934041261673,"[[0.21758133172988892, 0.050455767661333084, 0.15039819478988647, 0.13926884531974792], [0.050455767661333084, 0.014937094412744045, 0.20489105582237244, 0.13619926571846008], [0.15039819478988647, 0.20489105582237244, 0.5834678411483765, 0.5036038160324097], [0.13926884531974792, 0.13619926571846008, 0.5036038160324097, 0.6795356273651123]]"
intellifold2,classI,no_msa_no_template,7ow5_pmhc_tcr,4,0.2567027747631073,False,0.23219484090805054,0.35473451018333435,4,0.2672756016254425,0.014680609107017517,,0.5839439034461975,0.6774506568908691,0.057580508291721344,,,0.12212996184825897,0.13626696169376373,0.051529690623283386,0.06251679360866547,,,0.4415477514266968,0.09311085194349289,"[[0.2672756016254425, 0.057580508291721344, 0.12212996184825897, 0.13626696169376373], [0.057580508291721344, 0.014680609107017517, 0.051529690623283386, 0.06251679360866547], [0.12212996184825897, 0.051529690623283386, 0.5839439034461975, 0.4415477514266968], [0.13626696169376373, 0.06251679360866547, 0.4415477514266968, 0.6774506568908691]]"
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,0,0.3278249621391296,False,0.3148554861545563,0.3797028660774231,4,0.2643612027168274,0.017793605104088783,,0.5439223051071167,0.6471675634384155,0.05476722493767738,,,0.12601399421691895,0.09642486274242401,0.238930344581604,0.5140010118484497,,,0.46495068073272705,0.24384255334734917,"[[0.2643612027168274, 0.05476722493767738, 0.12601399421691895, 0.09642486274242401], [0.05476722493767738, 0.017793605104088783, 0.238930344581604, 0.5140010118484497], [0.12601399421691895, 0.238930344581604, 0.5439223051071167, 0.46495068073272705], [0.09642486274242401, 0.5140010118484497, 0.46495068073272705, 0.6471675634384155]]"
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,1,0.3226318061351776,False,0.30952000617980957,0.3750790059566498,4,0.24869608879089355,0.017794368788599968,,0.5341393351554871,0.6451207399368286,0.0640190839767456,,,0.14041513204574585,0.1143251582980156,0.23430706560611725,0.5095008611679077,,,0.45373642444610596,0.2496370542794466,"[[0.24869608879089355, 0.0640190839767456, 0.14041513204574585, 0.1143251582980156], [0.0640190839767456, 0.017794368788599968, 0.23430706560611725, 0.5095008611679077], [0.14041513204574585, 0.23430706560611725, 0.5341393351554871, 0.45373642444610596], [0.1143251582980156, 0.5095008611679077, 0.45373642444610596, 0.6451207399368286]]"
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,2,0.32409905195236205,False,0.31121572852134705,0.3756323456764221,4,0.24702629446983337,0.017847491428256035,,0.535078763961792,0.6488820314407349,0.05604484677314758,,,0.12327712774276733,0.09864875674247742,0.23748457431793213,0.5131505727767944,,,0.4576054513454437,0.24314025789499283,"[[0.24702629446983337, 0.05604484677314758, 0.12327712774276733, 0.09864875674247742], [0.05604484677314758, 0.017847491428256035, 0.23748457431793213, 0.5131505727767944], [0.12327712774276733, 0.23748457431793213, 0.535078763961792, 0.4576054513454437], [0.09864875674247742, 0.5131505727767944, 0.4576054513454437, 0.6488820314407349]]"
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,3,0.3311854720115662,True,0.3173210620880127,0.38664311170578003,4,0.2715652585029602,0.017816150560975075,,0.5478582382202148,0.6482459306716919,0.057470448315143585,,,0.14490029215812683,0.10368679463863373,0.2430689036846161,0.5157073736190796,,,0.4752773642539978,0.25184084102511406,"[[0.2715652585029602, 0.057470448315143585, 0.14490029215812683, 0.10368679463863373], [0.057470448315143585, 0.017816150560975075, 0.2430689036846161, 0.5157073736190796], [0.14490029215812683, 0.2430689036846161, 0.5478582382202148, 0.4752773642539978], [0.10368679463863373, 0.5157073736190796, 0.4752773642539978, 0.6482459306716919]]"
intellifold2,classI,no_msa_no_template,7ow6_pmhc_tcr,4,0.3285451471805573,False,0.3155362010002136,0.38058093190193176,4,0.2665347754955292,0.0177747942507267,,0.5414466857910156,0.6490867733955383,0.05671502649784088,,,0.1316027045249939,0.10396474599838257,0.24102959036827087,0.5176113843917847,,,0.4741211533546448,0.248552106320858,"[[0.2665347754955292, 0.05671502649784088, 0.1316027045249939, 0.10396474599838257], [0.05671502649784088, 0.0177747942507267, 0.24102959036827087, 0.5176113843917847], [0.1316027045249939, 0.24102959036827087, 0.5414466857910156, 0.4741211533546448], [0.10396474599838257, 0.5176113843917847, 0.4741211533546448, 0.6490867733955383]]"
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,0,0.17075413465499878,False,0.15232358872890472,0.244476318359375,4,0.25983375310897827,0.012512926943600178,,0.3572554886341095,0.3633725047111511,0.04807829111814499,,,0.08387815952301025,0.10480937361717224,0.03118162229657173,0.05352049320936203,,,0.16090698540210724,0.06834741216152906,"[[0.25983375310897827, 0.04807829111814499, 0.08387815952301025, 0.10480937361717224], [0.04807829111814499, 0.012512926943600178, 0.03118162229657173, 0.05352049320936203], [0.08387815952301025, 0.03118162229657173, 0.3572554886341095, 0.16090698540210724], [0.10480937361717224, 0.05352049320936203, 0.16090698540210724, 0.3633725047111511]]"
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,1,0.1630972921848297,False,0.14347684383392334,0.2415790855884552,4,0.2701464891433716,0.01236049085855484,,0.37127411365509033,0.37258976697921753,0.0576900877058506,,,0.07873427867889404,0.10985344648361206,0.02722916007041931,0.03601427003741264,,,0.17111778259277344,0.06295778881758451,"[[0.2701464891433716, 0.0576900877058506, 0.07873427867889404, 0.10985344648361206], [0.0576900877058506, 0.01236049085855484, 0.02722916007041931, 0.03601427003741264], [0.07873427867889404, 0.02722916007041931, 0.37127411365509033, 0.17111778259277344], [0.10985344648361206, 0.03601427003741264, 0.17111778259277344, 0.37258976697921753]]"
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,2,0.16703466475009918,False,0.1474788784980774,0.24525780975818634,4,0.2900286316871643,0.012142972089350224,,0.36172932386398315,0.380650132894516,0.04092290997505188,,,0.08089831471443176,0.11154580116271973,0.036805953830480576,0.059920430183410645,,,0.1639588475227356,0.07229262497276068,"[[0.2900286316871643, 0.04092290997505188, 0.08089831471443176, 0.11154580116271973], [0.04092290997505188, 0.012142972089350224, 0.036805953830480576, 0.059920430183410645], [0.08089831471443176, 0.036805953830480576, 0.36172932386398315, 0.1639588475227356], [0.11154580116271973, 0.059920430183410645, 0.1639588475227356, 0.380650132894516]]"
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,3,0.14192686676979066,False,0.12146947532892227,0.22375643253326416,4,0.28816238045692444,0.012266035191714764,,0.35892248153686523,0.3796960711479187,0.048088304698467255,,,0.08586513996124268,0.08538714051246643,0.027925841510295868,0.06148023530840874,,,0.09726705402135849,0.06516458932310343,"[[0.28816238045692444, 0.048088304698467255, 0.08586513996124268, 0.08538714051246643], [0.048088304698467255, 0.012266035191714764, 0.027925841510295868, 0.06148023530840874], [0.08586513996124268, 0.027925841510295868, 0.35892248153686523, 0.09726705402135849], [0.08538714051246643, 0.06148023530840874, 0.09726705402135849, 0.3796960711479187]]"
intellifold2,classI,no_msa_no_template,7pb2_pmhc_tcr,4,0.17196976840496062,True,0.1532367616891861,0.24690179526805878,4,0.2642810642719269,0.012474430724978447,,0.36937710642814636,0.3674299716949463,0.043923646211624146,,,0.0834350511431694,0.11363336443901062,0.02926204353570938,0.05135130137205124,,,0.16768312454223633,0.06942044012248516,"[[0.2642810642719269, 0.043923646211624146, 0.0834350511431694, 0.11363336443901062], [0.043923646211624146, 0.012474430724978447, 0.02926204353570938, 0.05135130137205124], [0.0834350511431694, 0.02926204353570938, 0.36937710642814636, 0.16768312454223633], [0.11363336443901062, 0.05135130137205124, 0.16768312454223633, 0.3674299716949463]]"
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,0,0.41618014574050904,False,0.41440266370773315,0.42329007387161255,4,0.2161279022693634,0.012826154008507729,,0.7030335664749146,0.7726845741271973,0.06513497233390808,,,0.41649487614631653,0.3486539125442505,0.10896418988704681,0.06746163964271545,,,0.5640321373939514,0.23539365455508232,"[[0.2161279022693634, 0.06513497233390808, 0.41649487614631653, 0.3486539125442505], [0.06513497233390808, 0.012826154008507729, 0.10896418988704681, 0.06746163964271545], [0.41649487614631653, 0.10896418988704681, 0.7030335664749146, 0.5640321373939514], [0.3486539125442505, 0.06746163964271545, 0.5640321373939514, 0.7726845741271973]]"
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,1,0.4524843692779541,False,0.45617082715034485,0.4377385377883911,4,0.2252078652381897,0.012440662831068039,,0.7131588459014893,0.7755171656608582,0.09534521400928497,,,0.4723014831542969,0.3816814720630646,0.04854526370763779,0.04873980954289436,,,0.5907562375068665,0.2378170071169734,"[[0.2252078652381897, 0.09534521400928497, 0.4723014831542969, 0.3816814720630646], [0.09534521400928497, 0.012440662831068039, 0.04854526370763779, 0.04873980954289436], [0.4723014831542969, 0.04854526370763779, 0.7131588459014893, 0.5907562375068665], [0.3816814720630646, 0.04873980954289436, 0.5907562375068665, 0.7755171656608582]]"
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,2,0.45128412246704097,False,0.4554063081741333,0.4347953796386719,4,0.2293490469455719,0.013149228878319263,,0.7024854421615601,0.772710382938385,0.07166238129138947,,,0.4672932028770447,0.3854486346244812,0.11821877956390381,0.07207237184047699,,,0.5839107036590576,0.26075824722647667,"[[0.2293490469455719, 0.07166238129138947, 0.4672932028770447, 0.3854486346244812], [0.07166238129138947, 0.013149228878319263, 0.11821877956390381, 0.07207237184047699], [0.4672932028770447, 0.11821877956390381, 0.7024854421615601, 0.5839107036590576], [0.3854486346244812, 0.07207237184047699, 0.5839107036590576, 0.772710382938385]]"
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,3,0.4632610261440277,True,0.46941179037094116,0.4386579692363739,4,0.21957848966121674,0.012867099605500698,,0.7113658785820007,0.7742639183998108,0.10446596145629883,,,0.4866828918457031,0.39606401324272156,0.04447140544652939,0.045930542051792145,,,0.5924661159515381,0.24328721314668655,"[[0.21957848966121674, 0.10446596145629883, 0.4866828918457031, 0.39606401324272156], [0.10446596145629883, 0.012867099605500698, 0.04447140544652939, 0.045930542051792145], [0.4866828918457031, 0.04447140544652939, 0.7113658785820007, 0.5924661159515381], [0.39606401324272156, 0.045930542051792145, 0.5924661159515381, 0.7742639183998108]]"
intellifold2,classI,no_msa_no_template,7pbe_pmhc_tcr,4,0.4551273822784424,False,0.45892927050590515,0.4399198293685913,4,0.22713670134544373,0.012661922723054886,,0.7122973203659058,0.7738789916038513,0.09298156201839447,,,0.4783773422241211,0.38128697872161865,0.05602370575070381,0.05211017280817032,,,0.5848160982131958,0.24194954987615347,"[[0.22713670134544373, 0.09298156201839447, 0.4783773422241211, 0.38128697872161865], [0.09298156201839447, 0.012661922723054886, 0.05602370575070381, 0.05211017280817032], [0.4783773422241211, 0.05602370575070381, 0.7122973203659058, 0.5848160982131958], [0.38128697872161865, 0.05211017280817032, 0.5848160982131958, 0.7738789916038513]]"
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,0,0.3288376212120056,False,0.30377429723739624,0.4290909171104431,4,0.2690153121948242,0.013962137512862682,,0.7454359531402588,0.6649625301361084,0.05223691463470459,,,0.13773778080940247,0.1532379388809204,0.06140648573637009,0.05707286670804024,,,0.6702761650085449,0.1023637680336833,"[[0.2690153121948242, 0.05223691463470459, 0.13773778080940247, 0.1532379388809204], [0.05223691463470459, 0.013962137512862682, 0.06140648573637009, 0.05707286670804024], [0.13773778080940247, 0.06140648573637009, 0.7454359531402588, 0.6702761650085449], [0.1532379388809204, 0.05707286670804024, 0.6702761650085449, 0.6649625301361084]]"
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,1,0.33872261047363283,True,0.31364041566848755,0.43905138969421387,4,0.2702876627445221,0.014394253492355347,,0.7526208162307739,0.6663933992385864,0.06292501837015152,,,0.14849010109901428,0.1573156714439392,0.037415340542793274,0.0384170301258564,,,0.6876568794250488,0.09540953580290079,"[[0.2702876627445221, 0.06292501837015152, 0.14849010109901428, 0.1573156714439392], [0.06292501837015152, 0.014394253492355347, 0.037415340542793274, 0.0384170301258564], [0.14849010109901428, 0.037415340542793274, 0.7526208162307739, 0.6876568794250488], [0.1573156714439392, 0.0384170301258564, 0.6876568794250488, 0.6663933992385864]]"
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,2,0.337723982334137,False,0.3132104277610779,0.4357782006263733,4,0.2599727213382721,0.014595089480280876,,0.750922679901123,0.6652949452400208,0.07300989329814911,,,0.1605289876461029,0.17663300037384033,0.031832147389650345,0.033654067665338516,,,0.683944582939148,0.10066205076873302,"[[0.2599727213382721, 0.07300989329814911, 0.1605289876461029, 0.17663300037384033], [0.07300989329814911, 0.014595089480280876, 0.031832147389650345, 0.033654067665338516], [0.1605289876461029, 0.031832147389650345, 0.750922679901123, 0.683944582939148], [0.17663300037384033, 0.033654067665338516, 0.683944582939148, 0.6652949452400208]]"
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,3,0.3363455772399902,False,0.3116927742958069,0.43495678901672363,4,0.25926363468170166,0.014764283783733845,,0.7520127892494202,0.6648704409599304,0.07505783438682556,,,0.14832185208797455,0.15898397564888,0.031668394804000854,0.03227825462818146,,,0.6841798424720764,0.09281311929225922,"[[0.25926363468170166, 0.07505783438682556, 0.14832185208797455, 0.15898397564888], [0.07505783438682556, 0.014764283783733845, 0.031668394804000854, 0.03227825462818146], [0.14832185208797455, 0.031668394804000854, 0.7520127892494202, 0.6841798424720764], [0.15898397564888, 0.03227825462818146, 0.6841798424720764, 0.6648704409599304]]"
intellifold2,classI,no_msa_no_template,7phr_pmhc_tcr,4,0.33063934445381166,False,0.30600491166114807,0.42917707562446594,4,0.2712348699569702,0.014675102196633816,,0.7486562132835388,0.6649506688117981,0.07695411145687103,,,0.14012354612350464,0.157338947057724,0.029658151790499687,0.036615774035453796,,,0.6799992918968201,0.09093410475179553,"[[0.2712348699569702, 0.07695411145687103, 0.14012354612350464, 0.157338947057724], [0.07695411145687103, 0.014675102196633816, 0.029658151790499687, 0.036615774035453796], [0.14012354612350464, 0.029658151790499687, 0.7486562132835388, 0.6799992918968201], [0.157338947057724, 0.036615774035453796, 0.6799992918968201, 0.6649506688117981]]"
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,0,0.3800513744354248,False,0.35450485348701477,0.48223745822906494,4,0.24923187494277954,0.012245726771652699,,0.7842254638671875,0.736430823802948,0.12230170518159866,,,0.1892479658126831,0.1897495985031128,0.04880305379629135,0.04841623082756996,,,0.7490056753158569,0.1190542122349143,"[[0.24923187494277954, 0.12230170518159866, 0.1892479658126831, 0.1897495985031128], [0.12230170518159866, 0.012245726771652699, 0.04880305379629135, 0.04841623082756996], [0.1892479658126831, 0.04880305379629135, 0.7842254638671875, 0.7490056753158569], [0.1897495985031128, 0.04841623082756996, 0.7490056753158569, 0.736430823802948]]"
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,1,0.3811200618743896,False,0.3557705879211426,0.48251795768737793,4,0.23604415357112885,0.01217370294034481,,0.7841116189956665,0.7372757196426392,0.08797690272331238,,,0.19281449913978577,0.1803748607635498,0.04322417080402374,0.0453176349401474,,,0.7504127025604248,0.11543279141187668,"[[0.23604415357112885, 0.08797690272331238, 0.19281449913978577, 0.1803748607635498], [0.08797690272331238, 0.01217370294034481, 0.04322417080402374, 0.0453176349401474], [0.19281449913978577, 0.04322417080402374, 0.7841116189956665, 0.7504127025604248], [0.1803748607635498, 0.0453176349401474, 0.7504127025604248, 0.7372757196426392]]"
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,2,0.3687186002731323,False,0.34198319911956787,0.47566020488739014,4,0.25020632147789,0.012238559313118458,,0.785903811454773,0.7383865714073181,0.11536330729722977,,,0.16312280297279358,0.14865557849407196,0.04793979972600937,0.048520877957344055,,,0.7519254088401794,0.10205976478755474,"[[0.25020632147789, 0.11536330729722977, 0.16312280297279358, 0.14865557849407196], [0.11536330729722977, 0.012238559313118458, 0.04793979972600937, 0.048520877957344055], [0.16312280297279358, 0.04793979972600937, 0.785903811454773, 0.7519254088401794], [0.14865557849407196, 0.048520877957344055, 0.7519254088401794, 0.7383865714073181]]"
intellifold2,classI,no_msa_no_template,7q99_pmhc_tcr,3,0.38970240354537966,True,0.3647627830505371,0.48946088552474976,4,0.25280672311782837,0.011868296191096306,,0.7866416573524475,0.7390009760856628,0.14478851854801178,,,0.2705044746398926,0.23411789536476135,0.05878596007823944,0.05889739468693733,,,0.7540196180343628,0.15557643119245768,"[[0.25280672311782837, 0.14478851854801178, 0.2705044746398926, 0.23411789536476135], [0.14478851854801178, 0.011868296191096306, 0.05878596007823944, 0.05889739468693733], [0.2705044746398926, 0.05878596007823944, 0.7866416573524475, 0.7540196180343628], [0.23411789536476135, 0.05889739468693733, 0.7540196180343628, 0.7390009760856628]]"
