pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
8qfy	intellifold2	msa+tmpl	ranked_0	OK	80.80	78.46	2.34	18.14	18.22	0.08
8shi	intellifold2	msa+tmpl	ranked_0	OK	33.93	20.26	13.67	7.74	18.76	11.02
8wte	intellifold2	msa+tmpl	ranked_0	OK	66.50	64.06	2.43	19.76	4.45	15.30
8wul	intellifold2	msa+tmpl	ranked_0	OK	128.01	64.44	63.58	157.78	2.45	155.33
6zkw	intellifold2	msa+tmpl	ranked_1	OK	27.76	57.14	29.38	26.01	18.99	7.02
6zkx	intellifold2	msa+tmpl	ranked_1	OK	23.73	54.69	30.96	29.52	13.69	15.83
6zky	intellifold2	msa+tmpl	ranked_1	OK	43.46	56.78	13.32	14.05	18.99	4.94
6zkz	intellifold2	msa+tmpl	ranked_1	OK	44.89	56.52	11.63	11.85	18.02	6.18
7dzm	intellifold2	msa+tmpl	ranked_1	OK	127.29	45.42	81.87	2.81	10.35	7.54
7dzn	intellifold2	msa+tmpl	ranked_1	OK	48.70	44.85	3.85	10.33	10.90	0.58
7l1d	intellifold2	msa+tmpl	ranked_1	OK	41.94	47.41	5.47	6.18	3.49	2.69
7n2n	intellifold2	msa+tmpl	ranked_1	OK	130.01	20.52	109.49	156.12	5.13	150.98
7n2o	intellifold2	msa+tmpl	ranked_1	OK	132.28	20.11	112.17	160.79	12.74	148.05
7n2p	intellifold2	msa+tmpl	ranked_1	OK	92.70	21.92	70.78	145.32	9.18	136.14
7n2q	intellifold2	msa+tmpl	ranked_1	OK	4.45	21.13	16.69	11.30	9.24	2.06
7n2r	intellifold2	msa+tmpl	ranked_1	OK	165.66	21.24	144.42	19.87	8.70	11.17
7n2s	intellifold2	msa+tmpl	ranked_1	OK	18.09	21.39	3.30	6.87	5.07	1.79
7n4k	intellifold2	msa+tmpl	ranked_1	OK	44.65	41.23	3.42	16.25	16.00	0.24
7n5c	intellifold2	msa+tmpl	ranked_1	OK	43.99	43.40	0.59	14.00	18.17	4.17
7n5p	intellifold2	msa+tmpl	ranked_1	OK	45.46	41.20	4.27	14.97	16.18	1.21
7na5	intellifold2	msa+tmpl	ranked_1	OK	49.70	58.96	9.26	2.16	14.97	12.81
7ndq	intellifold2	msa+tmpl	ranked_1	OK	74.80	76.89	2.09	24.65	19.03	5.62
7ndt	intellifold2	msa+tmpl	ranked_1	OK	38.58	33.86	4.73	7.17	7.29	0.12
7ndu	intellifold2	msa+tmpl	ranked_1	OK	74.10	76.62	2.52	27.57	20.08	7.49
7nme	intellifold2	msa+tmpl	ranked_1	OK	45.26	35.91	9.35	2.19	8.79	6.60
7nmf	intellifold2	msa+tmpl	ranked_1	OK	45.26	35.95	9.31	2.19	8.90	6.71
7nmg	intellifold2	msa+tmpl	ranked_1	OK	46.08	34.94	11.14	2.45	7.72	5.27
7ow5	intellifold2	msa+tmpl	ranked_1	OK	37.75	46.04	8.29	12.25	8.56	3.69
7ow6	intellifold2	msa+tmpl	ranked_1	OK	40.61	48.16	7.54	9.47	8.38	1.09
7pb2	intellifold2	msa+tmpl	ranked_1	OK	119.81	41.61	78.20	11.36	9.07	2.30
7pbe	intellifold2	msa+tmpl	ranked_1	OK	52.50	51.66	0.84	2.86	2.25	0.61
7phr	intellifold2	msa+tmpl	ranked_1	OK	37.79	42.98	5.19	5.63	5.35	0.28
7q99	intellifold2	msa+tmpl	ranked_1	OK	42.40	45.58	3.19	4.73	7.05	2.33
7q9a	intellifold2	msa+tmpl	ranked_1	OK	39.36	47.58	8.22	3.80	9.68	5.88
7q9b	intellifold2	msa+tmpl	ranked_1	OK	31.73	46.49	14.75	5.02	8.38	3.36
7qpj	intellifold2	msa+tmpl	ranked_1	OK	31.54	31.58	0.04	11.42	10.81	0.61
7r80	intellifold2	msa+tmpl	ranked_1	OK	21.32	17.50	3.82	10.23	11.89	1.66
7rk7	intellifold2	msa+tmpl	ranked_1	OK	114.04	80.75	33.29	9.59	16.46	6.87
7rm4	intellifold2	msa+tmpl	ranked_1	OK	53.82	35.33	18.49	16.75	18.89	2.13
7rrg	intellifold2	msa+tmpl	ranked_1	OK	99.79	73.79	26.00	168.08	12.05	156.03
7rtr	intellifold2	msa+tmpl	ranked_1	OK	55.05	42.24	12.81	1.53	3.53	2.00
7su9	intellifold2	msa+tmpl	ranked_1	OK	15.53	13.42	2.11	14.69	9.17	5.52
8cx4	intellifold2	msa+tmpl	ranked_1	OK	17.11	20.06	2.95	4.54	8.65	4.11
8d5q	intellifold2	msa+tmpl	ranked_1	OK	32.35	31.15	1.19	8.54	9.43	0.89
8dnt	intellifold2	msa+tmpl	ranked_1	OK	34.20	31.40	2.79	6.14	3.64	2.49
8en8	intellifold2	msa+tmpl	ranked_1	OK	37.10	41.37	4.26	4.35	21.57	17.21
8enh	intellifold2	msa+tmpl	ranked_1	OK	34.95	37.82	2.86	4.38	19.96	15.57
8eo8	intellifold2	msa+tmpl	ranked_1	OK	35.22	38.49	3.27	7.21	21.40	14.19
8f5a	intellifold2	msa+tmpl	ranked_1	OK	33.95	49.88	15.93	8.40	6.53	1.87
8gom	intellifold2	msa+tmpl	ranked_1	OK	45.37	39.06	6.31	4.82	15.79	10.97
8gon	intellifold2	msa+tmpl	ranked_1	OK	16.34	38.47	22.13	29.12	13.44	15.68
8gvb	intellifold2	msa+tmpl	ranked_1	OK	55.87	54.52	1.35	15.78	19.12	3.34
8gvg	intellifold2	msa+tmpl	ranked_1	OK	56.57	55.07	1.49	16.56	20.08	3.53
8gvi	intellifold2	msa+tmpl	ranked_1	OK	58.45	55.10	3.34	15.01	20.62	5.61
8i5c	intellifold2	msa+tmpl	ranked_1	OK	35.02	47.69	12.67	16.38	7.33	9.05
8i5d	intellifold2	msa+tmpl	ranked_1	OK	55.81	44.46	11.35	8.46	11.72	3.26
8qfy	intellifold2	msa+tmpl	ranked_1	OK	81.29	78.46	2.83	20.66	18.22	2.44
8shi	intellifold2	msa+tmpl	ranked_1	OK	34.21	20.26	13.95	8.27	18.76	10.48
8wte	intellifold2	msa+tmpl	ranked_1	OK	72.34	64.06	8.27	21.68	4.45	17.22
8wul	intellifold2	msa+tmpl	ranked_1	OK	124.20	64.44	59.77	154.40	2.45	151.94
6zkw	intellifold2	msa+tmpl	ranked_2	OK	25.90	57.14	31.24	29.05	18.99	10.06
6zkx	intellifold2	msa+tmpl	ranked_2	OK	23.49	54.69	31.19	29.01	13.69	15.32
6zky	intellifold2	msa+tmpl	ranked_2	OK	42.21	56.78	14.57	17.66	18.99	1.33
6zkz	intellifold2	msa+tmpl	ranked_2	OK	42.32	56.52	14.19	15.34	18.02	2.68
7dzm	intellifold2	msa+tmpl	ranked_2	OK	38.53	45.42	6.89	5.96	10.35	4.39
7dzn	intellifold2	msa+tmpl	ranked_2	OK	48.73	44.85	3.88	11.79	10.90	0.89
7l1d	intellifold2	msa+tmpl	ranked_2	OK	40.44	47.41	6.97	5.02	3.49	1.53
7n2n	intellifold2	msa+tmpl	ranked_2	OK	130.03	20.52	109.51	156.48	5.13	151.35
7n2o	intellifold2	msa+tmpl	ranked_2	OK	134.37	20.11	114.26	158.22	12.74	145.48
7n2p	intellifold2	msa+tmpl	ranked_2	OK	19.43	21.92	2.49	21.35	9.18	12.17
7n2q	intellifold2	msa+tmpl	ranked_2	OK	169.82	21.13	148.68	14.95	9.24	5.71
7n2r	intellifold2	msa+tmpl	ranked_2	OK	29.78	21.24	8.54	141.19	8.70	132.49
7n2s	intellifold2	msa+tmpl	ranked_2	OK	15.26	21.39	6.13	7.84	5.07	2.77
7n4k	intellifold2	msa+tmpl	ranked_2	OK	46.21	41.23	4.98	15.80	16.00	0.20
7n5c	intellifold2	msa+tmpl	ranked_2	OK	43.63	43.40	0.23	13.93	18.17	4.24
7n5p	intellifold2	msa+tmpl	ranked_2	OK	46.30	41.20	5.10	18.23	16.18	2.04
7na5	intellifold2	msa+tmpl	ranked_2	OK	50.28	58.96	8.68	2.92	14.97	12.05
7ndq	intellifold2	msa+tmpl	ranked_2	OK	73.91	76.89	2.98	25.92	19.03	6.89
7ndt	intellifold2	msa+tmpl	ranked_2	OK	37.84	33.86	3.98	6.40	7.29	0.89
7ndu	intellifold2	msa+tmpl	ranked_2	OK	74.94	76.62	1.68	28.02	20.08	7.94
7nme	intellifold2	msa+tmpl	ranked_2	OK	45.09	35.91	9.18	5.16	8.79	3.63
7nmf	intellifold2	msa+tmpl	ranked_2	OK	45.09	35.95	9.14	5.16	8.90	3.75
7nmg	intellifold2	msa+tmpl	ranked_2	OK	42.35	34.94	7.41	4.47	7.72	3.25
7ow5	intellifold2	msa+tmpl	ranked_2	OK	39.55	46.04	6.49	11.20	8.56	2.64
7ow6	intellifold2	msa+tmpl	ranked_2	OK	41.14	48.16	7.02	11.53	8.38	3.15
7pb2	intellifold2	msa+tmpl	ranked_2	OK	119.97	41.61	78.36	10.51	9.07	1.45
7pbe	intellifold2	msa+tmpl	ranked_2	OK	53.06	51.66	1.40	2.19	2.25	0.06
7phr	intellifold2	msa+tmpl	ranked_2	OK	37.28	42.98	5.70	7.18	5.35	1.82
7q99	intellifold2	msa+tmpl	ranked_2	OK	40.80	45.58	4.78	2.24	7.05	4.81
7q9a	intellifold2	msa+tmpl	ranked_2	OK	39.44	47.58	8.14	5.77	9.68	3.91
7q9b	intellifold2	msa+tmpl	ranked_2	OK	33.35	46.49	13.14	9.97	8.38	1.59
7qpj	intellifold2	msa+tmpl	ranked_2	OK	31.28	31.58	0.30	10.82	10.81	0.01
7r80	intellifold2	msa+tmpl	ranked_2	OK	21.06	17.50	3.55	11.12	11.89	0.77
7rk7	intellifold2	msa+tmpl	ranked_2	OK	109.08	80.75	28.33	5.60	16.46	10.86
7rm4	intellifold2	msa+tmpl	ranked_2	OK	48.17	35.33	12.84	22.39	18.89	3.51
7rrg	intellifold2	msa+tmpl	ranked_2	OK	96.84	73.79	23.05	172.97	12.05	160.92
7rtr	intellifold2	msa+tmpl	ranked_2	OK	52.50	42.24	10.26	0.64	3.53	2.88
7su9	intellifold2	msa+tmpl	ranked_2	OK	14.79	13.42	1.36	9.70	9.17	0.53
8cx4	intellifold2	msa+tmpl	ranked_2	OK	12.06	20.06	7.99	6.98	8.65	1.67
8d5q	intellifold2	msa+tmpl	ranked_2	OK	32.38	31.15	1.23	8.01	9.43	1.42
8dnt	intellifold2	msa+tmpl	ranked_2	OK	35.33	31.40	3.93	6.84	3.64	3.20
8en8	intellifold2	msa+tmpl	ranked_2	OK	36.86	41.37	4.50	4.20	21.57	17.36
8enh	intellifold2	msa+tmpl	ranked_2	OK	33.66	37.82	4.15	3.71	19.96	16.24
8eo8	intellifold2	msa+tmpl	ranked_2	OK	35.40	38.49	3.09	3.63	21.40	17.77
8f5a	intellifold2	msa+tmpl	ranked_2	OK	31.64	49.88	18.23	12.31	6.53	5.78
8gom	intellifold2	msa+tmpl	ranked_2	OK	42.15	39.06	3.09	4.33	15.79	11.46
8gon	intellifold2	msa+tmpl	ranked_2	OK	14.39	38.47	24.09	27.63	13.44	14.19
8gvb	intellifold2	msa+tmpl	ranked_2	OK	56.65	54.52	2.14	14.44	19.12	4.68
8gvg	intellifold2	msa+tmpl	ranked_2	OK	55.24	55.07	0.17	17.95	20.08	2.14
8gvi	intellifold2	msa+tmpl	ranked_2	OK	58.09	55.10	2.99	16.89	20.62	3.74
8i5c	intellifold2	msa+tmpl	ranked_2	OK	37.77	47.69	9.92	74.13	7.33	66.81
8i5d	intellifold2	msa+tmpl	ranked_2	OK	51.09	44.46	6.63	9.73	11.72	1.99
8qfy	intellifold2	msa+tmpl	ranked_2	OK	81.99	78.46	3.53	18.94	18.22	0.72
8shi	intellifold2	msa+tmpl	ranked_2	OK	33.22	20.26	12.95	5.74	18.76	13.02
8wte	intellifold2	msa+tmpl	ranked_2	OK	66.67	64.06	2.60	22.04	4.45	17.59
8wul	intellifold2	msa+tmpl	ranked_2	OK	65.02	64.44	0.58	3.47	2.45	1.02
6zkw	intellifold2	msa+tmpl	ranked_3	OK	40.11	57.14	17.03	15.93	18.99	3.06
6zkx	intellifold2	msa+tmpl	ranked_3	OK	21.37	54.69	33.31	32.81	13.69	19.13
6zky	intellifold2	msa+tmpl	ranked_3	OK	39.36	56.78	17.42	15.11	18.99	3.88
6zkz	intellifold2	msa+tmpl	ranked_3	OK	44.16	56.52	12.36	14.99	18.02	3.03
7dzm	intellifold2	msa+tmpl	ranked_3	OK	52.35	45.42	6.92	3.06	10.35	7.29
7dzn	intellifold2	msa+tmpl	ranked_3	OK	47.92	44.85	3.07	9.94	10.90	0.96
7l1d	intellifold2	msa+tmpl	ranked_3	OK	38.24	47.41	9.17	4.01	3.49	0.52
7n2n	intellifold2	msa+tmpl	ranked_3	OK	131.82	20.52	111.29	151.87	5.13	146.73
7n2o	intellifold2	msa+tmpl	ranked_3	OK	164.68	20.11	144.57	8.97	12.74	3.78
7n2p	intellifold2	msa+tmpl	ranked_3	OK	19.20	21.92	2.72	30.88	9.18	21.70
7n2q	intellifold2	msa+tmpl	ranked_3	OK	90.67	21.13	69.54	151.72	9.24	142.48
7n2r	intellifold2	msa+tmpl	ranked_3	OK	85.62	21.24	64.38	160.54	8.70	151.84
7n2s	intellifold2	msa+tmpl	ranked_3	OK	21.96	21.39	0.57	6.35	5.07	1.28
7n4k	intellifold2	msa+tmpl	ranked_3	OK	46.20	41.23	4.97	17.79	16.00	1.79
7n5c	intellifold2	msa+tmpl	ranked_3	OK	40.43	43.40	2.97	13.95	18.17	4.22
7n5p	intellifold2	msa+tmpl	ranked_3	OK	46.63	41.20	5.43	16.99	16.18	0.81
7na5	intellifold2	msa+tmpl	ranked_3	OK	49.84	58.96	9.12	2.12	14.97	12.85
7ndq	intellifold2	msa+tmpl	ranked_3	OK	74.83	76.89	2.07	27.57	19.03	8.54
7ndt	intellifold2	msa+tmpl	ranked_3	OK	29.86	33.86	4.00	4.78	7.29	2.51
7ndu	intellifold2	msa+tmpl	ranked_3	OK	73.68	76.62	2.94	31.33	20.08	11.25
7nme	intellifold2	msa+tmpl	ranked_3	OK	48.18	35.91	12.27	2.43	8.79	6.36
7nmf	intellifold2	msa+tmpl	ranked_3	OK	48.18	35.95	12.23	2.43	8.90	6.47
7nmg	intellifold2	msa+tmpl	ranked_3	OK	45.30	34.94	10.36	3.22	7.72	4.49
7ow5	intellifold2	msa+tmpl	ranked_3	OK	40.92	46.04	5.12	10.71	8.56	2.15
7ow6	intellifold2	msa+tmpl	ranked_3	OK	40.03	48.16	8.13	12.58	8.38	4.20
7pb2	intellifold2	msa+tmpl	ranked_3	OK	119.38	41.61	77.77	10.48	9.07	1.42
7pbe	intellifold2	msa+tmpl	ranked_3	OK	53.34	51.66	1.68	2.58	2.25	0.33
7phr	intellifold2	msa+tmpl	ranked_3	OK	38.03	42.98	4.94	5.35	5.35	0.00
7q99	intellifold2	msa+tmpl	ranked_3	OK	42.52	45.58	3.07	2.50	7.05	4.55
7q9a	intellifold2	msa+tmpl	ranked_3	OK	40.27	47.58	7.30	3.30	9.68	6.38
7q9b	intellifold2	msa+tmpl	ranked_3	OK	33.56	46.49	12.93	8.80	8.38	0.42
7qpj	intellifold2	msa+tmpl	ranked_3	OK	31.82	31.58	0.24	10.34	10.81	0.48
7r80	intellifold2	msa+tmpl	ranked_3	OK	20.27	17.50	2.77	10.55	11.89	1.34
7rk7	intellifold2	msa+tmpl	ranked_3	OK	44.06	80.75	36.69	60.86	16.46	44.39
7rm4	intellifold2	msa+tmpl	ranked_3	OK	55.11	35.33	19.79	17.33	18.89	1.56
7rrg	intellifold2	msa+tmpl	ranked_3	OK	58.08	73.79	15.71	172.61	12.05	160.56
7rtr	intellifold2	msa+tmpl	ranked_3	OK	51.71	42.24	9.46	2.88	3.53	0.64
7su9	intellifold2	msa+tmpl	ranked_3	OK	15.70	13.42	2.28	14.97	9.17	5.80
8cx4	intellifold2	msa+tmpl	ranked_3	OK	11.58	20.06	8.47	7.11	8.65	1.53
8d5q	intellifold2	msa+tmpl	ranked_3	OK	32.19	31.15	1.03	13.36	9.43	3.93
8dnt	intellifold2	msa+tmpl	ranked_3	OK	35.92	31.40	4.52	7.58	3.64	3.94
8en8	intellifold2	msa+tmpl	ranked_3	OK	36.13	41.37	5.23	9.51	21.57	12.06
8enh	intellifold2	msa+tmpl	ranked_3	OK	32.69	37.82	5.13	2.91	19.96	17.05
8eo8	intellifold2	msa+tmpl	ranked_3	OK	33.25	38.49	5.24	4.58	21.40	16.82
8f5a	intellifold2	msa+tmpl	ranked_3	OK	32.99	49.88	16.88	9.15	6.53	2.62
8gom	intellifold2	msa+tmpl	ranked_3	OK	47.02	39.06	7.95	4.87	15.79	10.92
8gon	intellifold2	msa+tmpl	ranked_3	OK	112.78	38.47	74.31	44.40	13.44	30.96
8gvb	intellifold2	msa+tmpl	ranked_3	OK	56.19	54.52	1.67	14.22	19.12	4.91
8gvg	intellifold2	msa+tmpl	ranked_3	OK	57.28	55.07	2.21	17.94	20.08	2.15
8gvi	intellifold2	msa+tmpl	ranked_3	OK	54.90	55.10	0.20	16.83	20.62	3.79
8i5c	intellifold2	msa+tmpl	ranked_3	OK	40.05	47.69	7.64	73.34	7.33	66.02
8i5d	intellifold2	msa+tmpl	ranked_3	OK	53.89	44.46	9.44	13.16	11.72	1.44
8qfy	intellifold2	msa+tmpl	ranked_3	OK	80.42	78.46	1.96	18.81	18.22	0.59
8shi	intellifold2	msa+tmpl	ranked_3	OK	31.69	20.26	11.43	5.66	18.76	13.10
8wte	intellifold2	msa+tmpl	ranked_3	OK	74.77	64.06	10.70	20.70	4.45	16.25
8wul	intellifold2	msa+tmpl	ranked_3	OK	61.55	64.44	2.89	4.08	2.45	1.63
6zkw	intellifold2	msa+tmpl	ranked_4	OK	42.33	57.14	14.82	18.96	18.99	0.03
6zkx	intellifold2	msa+tmpl	ranked_4	OK	25.23	54.69	29.45	30.66	13.69	16.97
6zky	intellifold2	msa+tmpl	ranked_4	OK	44.07	56.78	12.71	15.57	18.99	3.42
6zkz	intellifold2	msa+tmpl	ranked_4	OK	43.22	56.52	13.30	12.47	18.02	5.55
7dzm	intellifold2	msa+tmpl	ranked_4	OK	12.17	45.42	33.26	53.90	10.35	43.55
7dzn	intellifold2	msa+tmpl	ranked_4	OK	48.04	44.85	3.19	10.96	10.90	0.06
7l1d	intellifold2	msa+tmpl	ranked_4	OK	46.72	47.41	0.69	8.61	3.49	5.12
7n2n	intellifold2	msa+tmpl	ranked_4	OK	126.47	20.52	105.94	157.56	5.13	152.43
7n2o	intellifold2	msa+tmpl	ranked_4	OK	9.26	20.11	10.85	6.02	12.74	6.72
7n2p	intellifold2	msa+tmpl	ranked_4	OK	21.52	21.92	0.40	22.60	9.18	13.43
7n2q	intellifold2	msa+tmpl	ranked_4	OK	93.77	21.13	72.64	153.88	9.24	144.65
7n2r	intellifold2	msa+tmpl	ranked_4	OK	87.86	21.24	66.62	147.11	8.70	138.41
7n2s	intellifold2	msa+tmpl	ranked_4	OK	20.90	21.39	0.49	4.54	5.07	0.53
7n4k	intellifold2	msa+tmpl	ranked_4	OK	46.67	41.23	5.44	15.26	16.00	0.74
7n5c	intellifold2	msa+tmpl	ranked_4	OK	42.38	43.40	1.02	13.72	18.17	4.45
7n5p	intellifold2	msa+tmpl	ranked_4	OK	44.64	41.20	3.45	15.04	16.18	1.14
7na5	intellifold2	msa+tmpl	ranked_4	OK	51.95	58.96	7.01	2.33	14.97	12.64
7ndq	intellifold2	msa+tmpl	ranked_4	OK	75.22	76.89	1.68	26.79	19.03	7.76
7ndt	intellifold2	msa+tmpl	ranked_4	OK	35.66	33.86	1.80	8.17	7.29	0.88
7ndu	intellifold2	msa+tmpl	ranked_4	OK	73.32	76.62	3.30	29.41	20.08	9.33
7nme	intellifold2	msa+tmpl	ranked_4	OK	43.65	35.91	7.74	2.34	8.79	6.45
7nmf	intellifold2	msa+tmpl	ranked_4	OK	43.65	35.95	7.70	2.34	8.90	6.56
7nmg	intellifold2	msa+tmpl	ranked_4	OK	45.54	34.94	10.60	2.71	7.72	5.01
7ow5	intellifold2	msa+tmpl	ranked_4	OK	38.97	46.04	7.07	12.65	8.56	4.09
7ow6	intellifold2	msa+tmpl	ranked_4	OK	41.07	48.16	7.08	8.04	8.38	0.34
7pb2	intellifold2	msa+tmpl	ranked_4	OK	118.56	41.61	76.95	9.95	9.07	0.88
7pbe	intellifold2	msa+tmpl	ranked_4	OK	51.96	51.66	0.30	2.74	2.25	0.48
7phr	intellifold2	msa+tmpl	ranked_4	OK	36.78	42.98	6.19	6.36	5.35	1.01
7q99	intellifold2	msa+tmpl	ranked_4	OK	40.49	45.58	5.09	4.35	7.05	2.70
7q9a	intellifold2	msa+tmpl	ranked_4	OK	40.04	47.58	7.53	4.45	9.68	5.23
7q9b	intellifold2	msa+tmpl	ranked_4	OK	32.28	46.49	14.21	8.80	8.38	0.42
7qpj	intellifold2	msa+tmpl	ranked_4	OK	31.28	31.58	0.30	11.55	10.81	0.74
7r80	intellifold2	msa+tmpl	ranked_4	OK	18.24	17.50	0.73	11.52	11.89	0.38
7rk7	intellifold2	msa+tmpl	ranked_4	OK	118.51	80.75	37.76	157.38	16.46	140.92
7rm4	intellifold2	msa+tmpl	ranked_4	OK	51.07	35.33	15.74	20.50	18.89	1.62
7rrg	intellifold2	msa+tmpl	ranked_4	OK	93.47	73.79	19.68	93.45	12.05	81.40
7rtr	intellifold2	msa+tmpl	ranked_4	OK	50.76	42.24	8.51	0.61	3.53	2.91
7su9	intellifold2	msa+tmpl	ranked_4	OK	14.16	13.42	0.74	13.33	9.17	4.16
8cx4	intellifold2	msa+tmpl	ranked_4	OK	14.85	20.06	5.21	7.59	8.65	1.06
8d5q	intellifold2	msa+tmpl	ranked_4	OK	32.79	31.15	1.64	12.03	9.43	2.60
8dnt	intellifold2	msa+tmpl	ranked_4	OK	34.55	31.40	3.15	5.88	3.64	2.23
8en8	intellifold2	msa+tmpl	ranked_4	OK	38.59	41.37	2.77	7.32	21.57	14.24
8enh	intellifold2	msa+tmpl	ranked_4	OK	31.95	37.82	5.87	5.73	19.96	14.22
8eo8	intellifold2	msa+tmpl	ranked_4	OK	34.66	38.49	3.83	3.84	21.40	17.56
8f5a	intellifold2	msa+tmpl	ranked_4	OK	36.39	49.88	13.49	11.62	6.53	5.09
8gom	intellifold2	msa+tmpl	ranked_4	OK	43.30	39.06	4.23	4.20	15.79	11.59
8gon	intellifold2	msa+tmpl	ranked_4	OK	103.19	38.47	64.72	167.13	13.44	153.70
8gvb	intellifold2	msa+tmpl	ranked_4	OK	55.28	54.52	0.77	15.49	19.12	3.63
8gvg	intellifold2	msa+tmpl	ranked_4	OK	56.67	55.07	1.60	18.04	20.08	2.04
8gvi	intellifold2	msa+tmpl	ranked_4	OK	58.26	55.10	3.16	16.26	20.62	4.36
8i5c	intellifold2	msa+tmpl	ranked_4	OK	39.74	47.69	7.95	71.19	7.33	63.87
8i5d	intellifold2	msa+tmpl	ranked_4	OK	48.16	44.46	3.70	7.34	11.72	4.38
8qfy	intellifold2	msa+tmpl	ranked_4	OK	81.55	78.46	3.09	18.43	18.22	0.21
8shi	intellifold2	msa+tmpl	ranked_4	OK	32.29	20.26	12.03	5.71	18.76	13.04
8wte	intellifold2	msa+tmpl	ranked_4	OK	71.00	64.06	6.94	21.65	4.45	17.20
8wul	intellifold2	msa+tmpl	ranked_4	OK	148.49	64.44	84.05	63.69	2.45	61.24
6zkw	protenix_v1	msa	ranked_0	OK	52.95	57.14	4.19	14.97	18.99	4.02
6zkx	protenix_v1	msa	ranked_0	OK	27.47	54.69	27.21	19.08	13.69	5.40
6zky	protenix_v1	msa	ranked_0	OK	132.94	56.78	76.16	74.80	18.99	55.81
6zkz	protenix_v1	msa	ranked_0	FAIL						
7dzm	protenix_v1	msa	ranked_0	OK	53.85	45.42	8.42	25.80	10.35	15.45
7dzn	protenix_v1	msa	ranked_0	FAIL						
7l1d	protenix_v1	msa	ranked_0	FAIL						
7n2n	protenix_v1	msa	ranked_0	FAIL						
7n2o	protenix_v1	msa	ranked_0	FAIL						
7n2p	protenix_v1	msa	ranked_0	OK	148.96	21.92	127.04	8.76	9.18	0.42
7n2q	protenix_v1	msa	ranked_0	OK	33.66	21.13	12.53	44.53	9.24	35.30
7n2r	protenix_v1	msa	ranked_0	FAIL						
7n2s	protenix_v1	msa	ranked_0	OK	146.33	21.39	124.94	2.10	5.07	2.98
7n4k	protenix_v1	msa	ranked_0	OK	42.86	41.23	1.63	13.89	16.00	2.11
7n5c	protenix_v1	msa	ranked_0	FAIL						
7n5p	protenix_v1	msa	ranked_0	FAIL						
7na5	protenix_v1	msa	ranked_0	OK	45.94	58.96	13.02	12.13	14.97	2.85
7ndq	protenix_v1	msa	ranked_0	OK	35.25	76.89	41.64	7.79	19.03	11.24
7ndt	protenix_v1	msa	ranked_0	OK	126.02	33.86	92.16	8.51	7.29	1.22
7ndu	protenix_v1	msa	ranked_0	OK	82.22	76.62	5.60	28.10	20.08	8.03
7nme	protenix_v1	msa	ranked_0	OK	48.06	35.91	12.15	6.92	8.79	1.87
7nmf	protenix_v1	msa	ranked_0	OK	48.03	35.95	12.08	6.78	8.90	2.12
7nmg	protenix_v1	msa	ranked_0	OK	46.24	34.94	11.30	2.96	7.72	4.76
7ow5	protenix_v1	msa	ranked_0	OK	44.42	46.04	1.62	4.57	8.56	3.99
7ow6	protenix_v1	msa	ranked_0	OK	48.56	48.16	0.40	2.99	8.38	5.39
7pb2	protenix_v1	msa	ranked_0	OK	35.89	41.61	5.72	14.76	9.07	5.69
7pbe	protenix_v1	msa	ranked_0	OK	50.30	51.66	1.35	3.41	2.25	1.16
7phr	protenix_v1	msa	ranked_0	OK	37.36	42.98	5.61	6.19	5.35	0.83
7q99	protenix_v1	msa	ranked_0	OK	42.43	45.58	3.15	4.09	7.05	2.96
7q9a	protenix_v1	msa	ranked_0	OK	43.39	47.58	4.18	3.00	9.68	6.68
7q9b	protenix_v1	msa	ranked_0	OK	28.12	46.49	18.37	8.59	8.38	0.22
7qpj	protenix_v1	msa	ranked_0	OK	31.78	31.58	0.20	13.08	10.81	2.26
7r80	protenix_v1	msa	ranked_0	OK	142.14	17.50	124.64	13.76	11.89	1.87
7rk7	protenix_v1	msa	ranked_0	OK	63.96	80.75	16.79	11.46	16.46	5.00
7rm4	protenix_v1	msa	ranked_0	OK	32.76	35.33	2.57	20.21	18.89	1.32
7rrg	protenix_v1	msa	ranked_0	OK	56.28	73.79	17.51	8.59	12.05	3.45
7rtr	protenix_v1	msa	ranked_0	OK	52.43	42.24	10.19	2.43	3.53	1.09
7su9	protenix_v1	msa	ranked_0	OK	26.86	13.42	13.44	6.01	9.17	3.16
8cx4	protenix_v1	msa	ranked_0	OK	7.28	20.06	12.78	3.16	8.65	5.48
8d5q	protenix_v1	msa	ranked_0	OK	42.46	31.15	11.31	14.60	9.43	5.16
8dnt	protenix_v1	msa	ranked_0	OK	43.27	31.40	11.87	5.57	3.64	1.93
8en8	protenix_v1	msa	ranked_0	OK	30.86	41.37	10.51	8.25	21.57	13.32
8enh	protenix_v1	msa	ranked_0	OK	44.97	37.82	7.16	0.16	19.96	19.80
8eo8	protenix_v1	msa	ranked_0	OK	38.18	38.49	0.31	6.96	21.40	14.45
8f5a	protenix_v1	msa	ranked_0	OK	35.69	49.88	14.19	8.52	6.53	1.99
8gom	protenix_v1	msa	ranked_0	OK	53.03	39.06	13.97	14.01	15.79	1.78
8gon	protenix_v1	msa	ranked_0	OK	46.58	38.47	8.11	14.07	13.44	0.63
8gvb	protenix_v1	msa	ranked_0	OK	46.00	54.52	8.52	18.39	19.12	0.73
